timestamp,cpu_temperature,cpu_usage,cpu_load,memory_usage,battery_level,cpu_power,anomaly
2024-01-01 00:00:00.100,55.78105853049459,48.022881062515445,0.3805349046805112,99.6709066780098,33.68701123609856,37.79571792854785,-1
2024-01-01 00:00:00.500,47.969357245743446,47.738658408094004,0.6687367816809573,95.38363635728888,98.22161734156919,37.44874924446519,-1
2024-01-01 00:00:01.300,53.01998061181046,90.19426415907792,0.786148412922128,63.233077518565,33.22442013518907,12.19195594184952,-1
2024-01-01 00:00:01.500,42.52597287862986,39.70132543222669,0.11936858920078995,31.261356348265984,82.15570710239426,39.47364029285424,-1
2024-01-01 00:00:03.500,103.38429186471485,99.51564300750074,0.5322389838324486,36.631126648109415,44.6062739893826,11.295343744093454,-1
2024-01-01 00:00:04.600,57.45716322978337,11.497548297546523,0.14384880070107314,33.31781368794677,83.23234114679914,10.440932989873719,-1
2024-01-01 00:00:04.800,60.31272252559971,49.75566669312937,0.48425736025586397,34.27507815825497,30.924866951204436,14.823562807872994,-1
2024-01-01 00:00:05.300,45.62348700378096,98.24234656413503,0.165546056924812,60.495300337265476,58.58840750461644,36.750314940480735,-1
2024-01-01 00:00:06.200,54.784740278501395,99.85913232139096,0.12178335536150864,55.90064738400354,81.63118316865352,13.726434975600487,-1
2024-01-01 00:00:06.800,47.491246400040936,99.78664971248865,0.5639194489637115,48.58637143994291,50.37761831821372,15.754182391034943,-1
2024-01-01 00:00:08.000,54.13403416549215,39.51462462111857,0.11570264000165023,47.21081044948646,94.38577077278804,49.44119006666685,-1
2024-01-01 00:00:08.500,99.81425186141601,19.916539765309572,0.8183911702683,55.06290749440501,41.77305934550362,17.274527499593407,-1
2024-01-01 00:00:09.500,55.90923392364272,42.443718276215584,0.6537577427500852,30.464734961164808,91.88592163874873,91.87184269420575,-1
2024-01-01 00:00:09.700,40.68175092745319,93.46701226308022,0.9937208154138903,45.527594640600924,99.87756572857627,80.31769917755128,-1
